PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
abaixo,1.0,2435.0,4.10678,3.0,39643.0,0.75675,5.42683,0.18427,dilma-rousseff-2
abdica,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
abdicar,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
abre,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
absoluta,1.0,2435.0,4.10678,11.0,39643.0,2.77476,1.48004,0.67566,dilma-rousseff-2
acabar,1.0,2435.0,4.10678,7.0,39643.0,1.76576,2.32578,0.42996,dilma-rousseff-2
aceleração,2.0,2435.0,8.21355,4.0,39643.0,1.00901,8.14025,0.12285,dilma-rousseff-2
acesso,7.0,2435.0,28.74743,16.0,39643.0,4.03602,7.12272,0.1404,dilma-rousseff-2
aconteceu,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
acordo,1.0,2435.0,4.10678,13.0,39643.0,3.27927,1.25235,0.7985,dilma-rousseff-2
acreditados,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
acreditar,1.0,2435.0,4.10678,8.0,39643.0,2.01801,2.03506,0.49139,dilma-rousseff-2
acúmulo,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
adiante,1.0,2435.0,4.10678,4.0,39643.0,1.00901,4.07012,0.24569,dilma-rousseff-2
admiração,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
adoção,2.0,2435.0,8.21355,4.0,39643.0,1.00901,8.14025,0.12285,dilma-rousseff-2
adquiridos,1.0,2435.0,4.10678,2.0,39643.0,0.5045,8.14025,0.12285,dilma-rousseff-2
aeroportos,2.0,2435.0,8.21355,2.0,39643.0,0.5045,16.28049,0.06142,dilma-rousseff-2
afirma,1.0,2435.0,4.10678,4.0,39643.0,1.00901,4.07012,0.24569,dilma-rousseff-2
agentes,1.0,2435.0,4.10678,9.0,39643.0,2.27026,1.80894,0.55281,dilma-rousseff-2
agilizar,1.0,2435.0,4.10678,2.0,39643.0,0.5045,8.14025,0.12285,dilma-rousseff-2
agora,7.0,2435.0,28.74743,33.0,39643.0,8.32429,3.45344,0.28957,dilma-rousseff-2
agradeço,1.0,2435.0,4.10678,7.0,39643.0,1.76576,2.32578,0.42996,dilma-rousseff-2
agrícola,1.0,2435.0,4.10678,12.0,39643.0,3.02702,1.35671,0.73708,dilma-rousseff-2
ainda,13.0,2435.0,53.38809,100.0,39643.0,25.22513,2.11646,0.47249,dilma-rousseff-2
ajuste,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
alcance,1.0,2435.0,4.10678,12.0,39643.0,3.02702,1.35671,0.73708,dilma-rousseff-2
alcançamos,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
alegria,2.0,2435.0,8.21355,7.0,39643.0,1.76576,4.65157,0.21498,dilma-rousseff-2
alfabetização,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
algumas,2.0,2435.0,8.21355,9.0,39643.0,2.27026,3.61789,0.2764,dilma-rousseff-2
alguns,1.0,2435.0,4.10678,21.0,39643.0,5.29728,0.77526,1.28989,dilma-rousseff-2
aliada,2.0,2435.0,8.21355,1.0,39643.0,0.25225,32.56099,0.03071,dilma-rousseff-2
alicerçado,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
alimentar,1.0,2435.0,4.10678,5.0,39643.0,1.26126,3.2561,0.30712,dilma-rousseff-2
alma,2.0,2435.0,8.21355,12.0,39643.0,3.02702,2.71342,0.36854,dilma-rousseff-2
alterar,2.0,2435.0,8.21355,3.0,39643.0,0.75675,10.85366,0.09213,dilma-rousseff-2
alto,1.0,2435.0,4.10678,20.0,39643.0,5.04503,0.81402,1.22846,dilma-rousseff-2
alvo,1.0,2435.0,4.10678,1.0,39643.0,0.25225,16.28049,0.06142,dilma-rousseff-2
além,1.0,2435.0,4.10678,31.0,39643.0,7.81979,0.52518,1.90412,dilma-rousseff-2
amarras,1.0,2435.0,4.10678,3.0,39643.0,0.75675,5.42683,0.18427,dilma-rousseff-2
amazônia,2.0,2435.0,8.21355,4.0,39643.0,1.00901,8.14025,0.12285,dilma-rousseff-2
ambiental,4.0,2435.0,16.4271,8.0,39643.0,2.01801,8.14025,0.12285,dilma-rousseff-2
ambiente,6.0,2435.0,24.64066,13.0,39643.0,3.27927,7.51407,0.13308,dilma-rousseff-2
amigas,2.0,2435.0,8.21355,5.0,39643.0,1.26126,6.5122,0.15356,dilma-rousseff-2
amigos,2.0,2435.0,8.21355,15.0,39643.0,3.78377,2.17073,0.46067,dilma-rousseff-2
amor,2.0,2435.0,8.21355,12.0,39643.0,3.02702,2.71342,0.36854,dilma-rousseff-2
