PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
situação,1.0,1431.0,6.98812,57.0,40647.0,14.02318,0.49833,2.00672,michel-temer
soberania,1.0,1431.0,6.98812,32.0,40647.0,7.87266,0.88764,1.12658,michel-temer
sobre,2.0,1431.0,13.97624,64.0,40647.0,15.74532,0.88764,1.12658,michel-temer
sociais,5.0,1431.0,34.9406,45.0,40647.0,11.07093,3.15607,0.31685,michel-temer
social,1.0,1431.0,6.98812,106.0,40647.0,26.07819,0.26797,3.73179,michel-temer
sociedade,7.0,1431.0,48.91684,70.0,40647.0,17.22144,2.84046,0.35206,michel-temer
solidariedade,1.0,1431.0,6.98812,25.0,40647.0,6.15052,1.13618,0.88014,michel-temer
solução,1.0,1431.0,6.98812,24.0,40647.0,5.90449,1.18353,0.84493,michel-temer
soluções,1.0,1431.0,6.98812,14.0,40647.0,3.44429,2.0289,0.49288,michel-temer
suficiente,1.0,1431.0,6.98812,3.0,40647.0,0.73806,9.4682,0.10562,michel-temer
sujeito,1.0,1431.0,6.98812,3.0,40647.0,0.73806,9.4682,0.10562,michel-temer
sustentabilidade,2.0,1431.0,13.97624,3.0,40647.0,0.73806,18.93641,0.05281,michel-temer
sóbria,1.0,1431.0,6.98812,2.0,40647.0,0.49204,14.20231,0.07041,michel-temer
sólida,1.0,1431.0,6.98812,9.0,40647.0,2.21419,3.15607,0.31685,michel-temer
sólidas,1.0,1431.0,6.98812,4.0,40647.0,0.98408,7.10115,0.14082,michel-temer
tal,1.0,1431.0,6.98812,23.0,40647.0,5.65847,1.23498,0.80973,michel-temer
tanta,1.0,1431.0,6.98812,7.0,40647.0,1.72214,4.0578,0.24644,michel-temer
tanto,1.0,1431.0,6.98812,42.0,40647.0,10.33287,0.6763,1.47863,michel-temer
