PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
oferecendo,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
oferecer,1.0,1994.0,5.01505,6.0,40084.0,1.49686,3.35038,0.29847,afonso-penna
onde,1.0,1994.0,5.01505,40.0,40084.0,9.97904,0.50256,1.98982,afonso-penna
operariado,2.0,1994.0,10.03009,1.0,40084.0,0.24948,40.20461,0.02487,afonso-penna
operários,6.0,1994.0,30.09027,5.0,40084.0,1.24738,24.12277,0.04145,afonso-penna
opinião,2.0,1994.0,10.03009,34.0,40084.0,8.48219,1.18249,0.84567,afonso-penna
opiniões,1.0,1994.0,5.01505,5.0,40084.0,1.24738,4.02046,0.24873,afonso-penna
optar,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
ora,1.0,1994.0,5.01505,10.0,40084.0,2.49476,2.01023,0.49746,afonso-penna
ordem,2.0,1994.0,10.03009,75.0,40084.0,18.71071,0.53606,1.86546,afonso-penna
organização,3.0,1994.0,15.04514,17.0,40084.0,4.24109,3.54747,0.28189,afonso-penna
origem,2.0,1994.0,10.03009,9.0,40084.0,2.24528,4.46718,0.22385,afonso-penna
oriundos,1.0,1994.0,5.01505,2.0,40084.0,0.49895,10.05115,0.09949,afonso-penna
ouro,3.0,1994.0,15.04514,6.0,40084.0,1.49686,10.05115,0.09949,afonso-penna
outras,1.0,1994.0,5.01505,23.0,40084.0,5.73795,0.87401,1.14415,afonso-penna
outro,1.0,1994.0,5.01505,29.0,40084.0,7.23481,0.69318,1.44262,afonso-penna
outros,8.0,1994.0,40.12036,48.0,40084.0,11.97485,3.35038,0.29847,afonso-penna
outubro,2.0,1994.0,10.03009,11.0,40084.0,2.74424,3.65496,0.2736,afonso-penna
ouvi,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
pacíficos,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
papel,2.0,1994.0,10.03009,40.0,40084.0,9.97904,1.00512,0.99491,afonso-penna
papel-moeda,2.0,1994.0,10.03009,2.0,40084.0,0.49895,20.10231,0.04975,afonso-penna
par,1.0,1994.0,5.01505,4.0,40084.0,0.9979,5.02558,0.19898,afonso-penna
parcela,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
parecer,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
parte,7.0,1994.0,35.10532,49.0,40084.0,12.22433,2.87176,0.34822,afonso-penna
partir,1.0,1994.0,5.01505,14.0,40084.0,3.49267,1.43588,0.69644,afonso-penna
passado,2.0,1994.0,10.03009,26.0,40084.0,6.48638,1.54633,0.64669,afonso-penna
passar,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
patriotas,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
patriotismo,4.0,1994.0,20.06018,26.0,40084.0,6.48638,3.09266,0.32335,afonso-penna
patriótica,1.0,1994.0,5.01505,10.0,40084.0,2.49476,2.01023,0.49746,afonso-penna
paz,2.0,1994.0,10.03009,58.0,40084.0,14.46961,0.69318,1.44262,afonso-penna
país,5.0,1994.0,25.07523,281.0,40084.0,70.10278,0.35769,2.7957,afonso-penna
países,4.0,1994.0,20.06018,56.0,40084.0,13.97066,1.43588,0.69644,afonso-penna
peculiares,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
pedir,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
pensamento,2.0,1994.0,10.03009,20.0,40084.0,4.98952,2.01023,0.49746,afonso-penna
pequeno,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
pequenos,1.0,1994.0,5.01505,12.0,40084.0,2.99371,1.67519,0.59695,afonso-penna
perda,2.0,1994.0,10.03009,2.0,40084.0,0.49895,20.10231,0.04975,afonso-penna
perder,2.0,1994.0,10.03009,6.0,40084.0,1.49686,6.70077,0.14924,afonso-penna
perfeitamente,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
perigosa,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
perigoso,1.0,1994.0,5.01505,2.0,40084.0,0.49895,10.05115,0.09949,afonso-penna
permitem,1.0,1994.0,5.01505,4.0,40084.0,0.9979,5.02558,0.19898,afonso-penna
permuta,1.0,1994.0,5.01505,2.0,40084.0,0.49895,10.05115,0.09949,afonso-penna
perniciosos,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
perseverante,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
período,2.0,1994.0,10.03009,23.0,40084.0,5.73795,1.74803,0.57207,afonso-penna
pesadas,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
