PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
abundância,1.0,603.0,16.58375,2.0,41475.0,0.48222,34.39055,0.02908,getulio-vargas-4
aceno,1.0,603.0,16.58375,1.0,41475.0,0.24111,68.78109,0.01454,getulio-vargas-4
acesso,1.0,603.0,16.58375,22.0,41475.0,5.3044,3.12641,0.31986,getulio-vargas-4
administração,1.0,603.0,16.58375,31.0,41475.0,7.47438,2.21874,0.45071,getulio-vargas-4
admiração,1.0,603.0,16.58375,1.0,41475.0,0.24111,68.78109,0.01454,getulio-vargas-4
adversários,1.0,603.0,16.58375,2.0,41475.0,0.48222,34.39055,0.02908,getulio-vargas-4
afinidades,1.0,603.0,16.58375,1.0,41475.0,0.24111,68.78109,0.01454,getulio-vargas-4
agente,1.0,603.0,16.58375,3.0,41475.0,0.72333,22.92703,0.04362,getulio-vargas-4
agora,1.0,603.0,16.58375,39.0,41475.0,9.40325,1.76362,0.56702,getulio-vargas-4
agravar,1.0,603.0,16.58375,2.0,41475.0,0.48222,34.39055,0.02908,getulio-vargas-4
ainda,1.0,603.0,16.58375,112.0,41475.0,27.00422,0.61412,1.62835,getulio-vargas-4
ajuda,1.0,603.0,16.58375,5.0,41475.0,1.20555,13.75622,0.07269,getulio-vargas-4
alentadora,1.0,603.0,16.58375,2.0,41475.0,0.48222,34.39055,0.02908,getulio-vargas-4
aliados,1.0,603.0,16.58375,3.0,41475.0,0.72333,22.92703,0.04362,getulio-vargas-4
ambiciosos,1.0,603.0,16.58375,2.0,41475.0,0.48222,34.39055,0.02908,getulio-vargas-4
ambiente,1.0,603.0,16.58375,18.0,41475.0,4.33996,3.82117,0.2617,getulio-vargas-4
ameaças,1.0,603.0,16.58375,3.0,41475.0,0.72333,22.92703,0.04362,getulio-vargas-4
anais,1.0,603.0,16.58375,1.0,41475.0,0.24111,68.78109,0.01454,getulio-vargas-4
antes,1.0,603.0,16.58375,42.0,41475.0,10.12658,1.63765,0.61063,getulio-vargas-4
apelos,1.0,603.0,16.58375,2.0,41475.0,0.48222,34.39055,0.02908,getulio-vargas-4
apenas,2.0,603.0,33.1675,47.0,41475.0,11.33213,2.92686,0.34166,getulio-vargas-4
apoio,1.0,603.0,16.58375,58.0,41475.0,13.98433,1.18588,0.84325,getulio-vargas-4
aprimoramento,1.0,603.0,16.58375,2.0,41475.0,0.48222,34.39055,0.02908,getulio-vargas-4
aproximação,1.0,603.0,16.58375,5.0,41475.0,1.20555,13.75622,0.07269,getulio-vargas-4
armadas,1.0,603.0,16.58375,26.0,41475.0,6.26884,2.64543,0.37801,getulio-vargas-4
aspirações,2.0,603.0,33.1675,11.0,41475.0,2.6522,12.50565,0.07996,getulio-vargas-4
aspiro,1.0,603.0,16.58375,1.0,41475.0,0.24111,68.78109,0.01454,getulio-vargas-4
assegurados,1.0,603.0,16.58375,2.0,41475.0,0.48222,34.39055,0.02908,getulio-vargas-4
assim,2.0,603.0,33.1675,88.0,41475.0,21.2176,1.56321,0.63971,getulio-vargas-4
assumir,1.0,603.0,16.58375,12.0,41475.0,2.89331,5.73176,0.17447,getulio-vargas-4
atividades,1.0,603.0,16.58375,9.0,41475.0,2.16998,7.64234,0.13085,getulio-vargas-4
