PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
abandonadas,1.0,829.0,12.06273,1.0,41249.0,0.24243,49.75754,0.0201,getulio-vargas-1
abandonando,1.0,829.0,12.06273,1.0,41249.0,0.24243,49.75754,0.0201,getulio-vargas-1
aberta,1.0,829.0,12.06273,3.0,41249.0,0.72729,16.58585,0.06029,getulio-vargas-1
aberto,1.0,829.0,12.06273,9.0,41249.0,2.18187,5.52862,0.18088,getulio-vargas-1
acontecimentos,1.0,829.0,12.06273,7.0,41249.0,1.69701,7.10822,0.14068,getulio-vargas-1
acordo,1.0,829.0,12.06273,13.0,41249.0,3.15159,3.8275,0.26127,getulio-vargas-1
adequados,1.0,829.0,12.06273,2.0,41249.0,0.48486,24.87877,0.04019,getulio-vargas-1
adidos,1.0,829.0,12.06273,2.0,41249.0,0.48486,24.87877,0.04019,getulio-vargas-1
administrativas,1.0,829.0,12.06273,2.0,41249.0,0.48486,24.87877,0.04019,getulio-vargas-1
administração,1.0,829.0,12.06273,31.0,41249.0,7.51533,1.60508,0.62302,getulio-vargas-1
admirável,1.0,829.0,12.06273,7.0,41249.0,1.69701,7.10822,0.14068,getulio-vargas-1
admite,1.0,829.0,12.06273,3.0,41249.0,0.72729,16.58585,0.06029,getulio-vargas-1
adotar,1.0,829.0,12.06273,5.0,41249.0,1.21215,9.95151,0.10049,getulio-vargas-1
afinal,1.0,829.0,12.06273,3.0,41249.0,0.72729,16.58585,0.06029,getulio-vargas-1
afirmação,1.0,829.0,12.06273,10.0,41249.0,2.4243,4.97575,0.20097,getulio-vargas-1
agentes,2.0,829.0,24.12545,8.0,41249.0,1.93944,12.43938,0.08039,getulio-vargas-1
agora,1.0,829.0,12.06273,39.0,41249.0,9.45477,1.27583,0.7838,getulio-vargas-1
agradeço,1.0,829.0,12.06273,7.0,41249.0,1.69701,7.10822,0.14068,getulio-vargas-1
agricultura,1.0,829.0,12.06273,20.0,41249.0,4.8486,2.48788,0.40195,getulio-vargas-1
agrícola,2.0,829.0,24.12545,11.0,41249.0,2.66673,9.04683,0.11054,getulio-vargas-1
ainda,1.0,829.0,12.06273,112.0,41249.0,27.15217,0.44426,2.25092,getulio-vargas-1
alcançada,1.0,829.0,12.06273,2.0,41249.0,0.48486,24.87877,0.04019,getulio-vargas-1
alentadora,1.0,829.0,12.06273,2.0,41249.0,0.48486,24.87877,0.04019,getulio-vargas-1
alma,1.0,829.0,12.06273,13.0,41249.0,3.15159,3.8275,0.26127,getulio-vargas-1
alto,1.0,829.0,12.06273,20.0,41249.0,4.8486,2.48788,0.40195,getulio-vargas-1
altos,1.0,829.0,12.06273,13.0,41249.0,3.15159,3.8275,0.26127,getulio-vargas-1
altura,1.0,829.0,12.06273,5.0,41249.0,1.21215,9.95151,0.10049,getulio-vargas-1
ambas,1.0,829.0,12.06273,3.0,41249.0,0.72729,16.58585,0.06029,getulio-vargas-1
ambiente,1.0,829.0,12.06273,18.0,41249.0,4.36374,2.76431,0.36175,getulio-vargas-1
amigos,1.0,829.0,12.06273,16.0,41249.0,3.87888,3.10985,0.32156,getulio-vargas-1
amparo,1.0,829.0,12.06273,3.0,41249.0,0.72729,16.58585,0.06029,getulio-vargas-1
amplos,1.0,829.0,12.06273,2.0,41249.0,0.48486,24.87877,0.04019,getulio-vargas-1
antes,1.0,829.0,12.06273,42.0,41249.0,10.18207,1.1847,0.84409,getulio-vargas-1
aparelho,2.0,829.0,24.12545,4.0,41249.0,0.96972,24.87877,0.04019,getulio-vargas-1
apoio,1.0,829.0,12.06273,58.0,41249.0,14.06095,0.85789,1.16565,getulio-vargas-1
apreende-se,1.0,829.0,12.06273,1.0,41249.0,0.24243,49.75754,0.0201,getulio-vargas-1
aproximação,2.0,829.0,24.12545,4.0,41249.0,0.96972,24.87877,0.04019,getulio-vargas-1
aqui,1.0,829.0,12.06273,50.0,41249.0,12.12151,0.99515,1.00487,getulio-vargas-1
armada,1.0,829.0,12.06273,5.0,41249.0,1.21215,9.95151,0.10049,getulio-vargas-1
armadas,4.0,829.0,48.2509,23.0,41249.0,5.57589,8.65349,0.11556,getulio-vargas-1
armas,2.0,829.0,24.12545,3.0,41249.0,0.72729,33.17169,0.03015,getulio-vargas-1
artificiais,1.0,829.0,12.06273,4.0,41249.0,0.96972,12.43938,0.08039,getulio-vargas-1
aspecto,1.0,829.0,12.06273,3.0,41249.0,0.72729,16.58585,0.06029,getulio-vargas-1
aspirações,1.0,829.0,12.06273,12.0,41249.0,2.90916,4.14646,0.24117,getulio-vargas-1
