PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
abandono,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
abertos,1.0,574.0,17.4216,3.0,41504.0,0.72282,24.10221,0.04149,getulio-vargas-2
abrir,1.0,574.0,17.4216,9.0,41504.0,2.16847,8.03407,0.12447,getulio-vargas-2
abundantes,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
aceitando,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
acentuar,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
adaptação,1.0,574.0,17.4216,1.0,41504.0,0.24094,72.30662,0.01383,getulio-vargas-2
administrativas,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
administração,1.0,574.0,17.4216,31.0,41504.0,7.46916,2.33247,0.42873,getulio-vargas-2
adoção,1.0,574.0,17.4216,5.0,41504.0,1.2047,14.46132,0.06915,getulio-vargas-2
agricultores,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
agruras,1.0,574.0,17.4216,1.0,41504.0,0.24094,72.30662,0.01383,getulio-vargas-2
alta,1.0,574.0,17.4216,21.0,41504.0,5.05975,3.44317,0.29043,getulio-vargas-2
ambições,1.0,574.0,17.4216,4.0,41504.0,0.96376,18.07666,0.05532,getulio-vargas-2
amparo,1.0,574.0,17.4216,3.0,41504.0,0.72282,24.10221,0.04149,getulio-vargas-2
anos,1.0,574.0,17.4216,73.0,41504.0,17.58867,0.9905,1.00959,getulio-vargas-2
ante,1.0,574.0,17.4216,6.0,41504.0,1.44564,12.0511,0.08298,getulio-vargas-2
antes,2.0,574.0,34.84321,41.0,41504.0,9.87857,3.52715,0.28351,getulio-vargas-2
apenas,1.0,574.0,17.4216,48.0,41504.0,11.56515,1.50639,0.66384,getulio-vargas-2
aperfeiçoar,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
apesar,1.0,574.0,17.4216,14.0,41504.0,3.37317,5.16476,0.19362,getulio-vargas-2
aplicação,1.0,574.0,17.4216,11.0,41504.0,2.65035,6.57333,0.15213,getulio-vargas-2
aprovou,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
apuração,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
após,3.0,574.0,52.26481,4.0,41504.0,0.96376,54.22997,0.01844,getulio-vargas-2
aqui,1.0,574.0,17.4216,50.0,41504.0,12.04703,1.44613,0.6915,getulio-vargas-2
armadas,1.0,574.0,17.4216,26.0,41504.0,6.26446,2.78102,0.35958,getulio-vargas-2
artes,1.0,574.0,17.4216,3.0,41504.0,0.72282,24.10221,0.04149,getulio-vargas-2
assembleia,3.0,574.0,52.26481,7.0,41504.0,1.68658,30.98855,0.03227,getulio-vargas-2
assistiu,1.0,574.0,17.4216,1.0,41504.0,0.24094,72.30662,0.01383,getulio-vargas-2
atos,1.0,574.0,17.4216,4.0,41504.0,0.96376,18.07666,0.05532,getulio-vargas-2
atrair,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
bases,1.0,574.0,17.4216,12.0,41504.0,2.89129,6.02555,0.16596,getulio-vargas-2
berço,1.0,574.0,17.4216,1.0,41504.0,0.24094,72.30662,0.01383,getulio-vargas-2
bom,1.0,574.0,17.4216,17.0,41504.0,4.09599,4.25333,0.23511,getulio-vargas-2
brasil,5.0,574.0,87.10801,275.0,41504.0,66.25867,1.31467,0.76065,getulio-vargas-2
brasileira,2.0,574.0,34.84321,67.0,41504.0,16.14302,2.15841,0.4633,getulio-vargas-2
brasileiro,1.0,574.0,17.4216,108.0,41504.0,26.02159,0.66951,1.49364,getulio-vargas-2
brilho,1.0,574.0,17.4216,1.0,41504.0,0.24094,72.30662,0.01383,getulio-vargas-2
campos,1.0,574.0,17.4216,15.0,41504.0,3.61411,4.82044,0.20745,getulio-vargas-2
candidato,1.0,574.0,17.4216,5.0,41504.0,1.2047,14.46132,0.06915,getulio-vargas-2
capacidade,1.0,574.0,17.4216,22.0,41504.0,5.30069,3.28666,0.30426,getulio-vargas-2
capaz,2.0,574.0,34.84321,24.0,41504.0,5.78258,6.02555,0.16596,getulio-vargas-2
capazes,1.0,574.0,17.4216,16.0,41504.0,3.85505,4.51916,0.22128,getulio-vargas-2
caráter,2.0,574.0,34.84321,19.0,41504.0,4.57787,7.61122,0.13138,getulio-vargas-2
cidadão,2.0,574.0,34.84321,19.0,41504.0,4.57787,7.61122,0.13138,getulio-vargas-2
científicos,1.0,574.0,17.4216,1.0,41504.0,0.24094,72.30662,0.01383,getulio-vargas-2
civilização,1.0,574.0,17.4216,11.0,41504.0,2.65035,6.57333,0.15213,getulio-vargas-2
civismo,1.0,574.0,17.4216,3.0,41504.0,0.72282,24.10221,0.04149,getulio-vargas-2
clima,1.0,574.0,17.4216,3.0,41504.0,0.72282,24.10221,0.04149,getulio-vargas-2
coletividade,1.0,574.0,17.4216,4.0,41504.0,0.96376,18.07666,0.05532,getulio-vargas-2
combater,1.0,574.0,17.4216,10.0,41504.0,2.40941,7.23066,0.1383,getulio-vargas-2
combatidos,1.0,574.0,17.4216,1.0,41504.0,0.24094,72.30662,0.01383,getulio-vargas-2
combinações,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
completar,1.0,574.0,17.4216,3.0,41504.0,0.72282,24.10221,0.04149,getulio-vargas-2
compreenderam,1.0,574.0,17.4216,1.0,41504.0,0.24094,72.30662,0.01383,getulio-vargas-2
compreensão,1.0,574.0,17.4216,7.0,41504.0,1.68658,10.32952,0.09681,getulio-vargas-2
comunhão,1.0,574.0,17.4216,7.0,41504.0,1.68658,10.32952,0.09681,getulio-vargas-2
comunicação,1.0,574.0,17.4216,9.0,41504.0,2.16847,8.03407,0.12447,getulio-vargas-2
concepções,1.0,574.0,17.4216,2.0,41504.0,0.48188,36.15331,0.02766,getulio-vargas-2
condições,1.0,574.0,17.4216,66.0,41504.0,15.90208,1.09555,0.91278,getulio-vargas-2
