PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
abaixo,1.0,2095.0,4.77327,3.0,39983.0,0.75032,6.36165,0.15719,lula-1
aberto,2.0,2095.0,9.54654,8.0,39983.0,2.00085,4.77124,0.20959,lula-1
abertos,1.0,2095.0,4.77327,3.0,39983.0,0.75032,6.36165,0.15719,lula-1
abrindo,1.0,2095.0,4.77327,3.0,39983.0,0.75032,6.36165,0.15719,lula-1
absoluta,1.0,2095.0,4.77327,11.0,39983.0,2.75117,1.735,0.57637,lula-1
absolutamente,1.0,2095.0,4.77327,6.0,39983.0,1.50064,3.18083,0.31438,lula-1
acabar,1.0,2095.0,4.77327,7.0,39983.0,1.75074,2.72642,0.36678,lula-1
acesso,1.0,2095.0,4.77327,22.0,39983.0,5.50234,0.8675,1.15274,lula-1
acham,1.0,2095.0,4.77327,5.0,39983.0,1.25053,3.81699,0.26199,lula-1
acreditar,1.0,2095.0,4.77327,8.0,39983.0,2.00085,2.38562,0.41918,lula-1
acredito,1.0,2095.0,4.77327,1.0,39983.0,0.25011,19.08496,0.0524,lula-1
adequadas,1.0,2095.0,4.77327,5.0,39983.0,1.25053,3.81699,0.26199,lula-1
adequado,1.0,2095.0,4.77327,3.0,39983.0,0.75032,6.36165,0.15719,lula-1
adesão,1.0,2095.0,4.77327,2.0,39983.0,0.50021,9.54248,0.10479,lula-1
administrar,1.0,2095.0,4.77327,2.0,39983.0,0.50021,9.54248,0.10479,lula-1
admirável,1.0,2095.0,4.77327,7.0,39983.0,1.75074,2.72642,0.36678,lula-1
adotar,1.0,2095.0,4.77327,5.0,39983.0,1.25053,3.81699,0.26199,lula-1
adquirir,1.0,2095.0,4.77327,1.0,39983.0,0.25011,19.08496,0.0524,lula-1
afetar,1.0,2095.0,4.77327,4.0,39983.0,1.00043,4.77124,0.20959,lula-1
africano,1.0,2095.0,4.77327,1.0,39983.0,0.25011,19.08496,0.0524,lula-1
agora,2.0,2095.0,9.54654,38.0,39983.0,9.50404,1.00447,0.99555,lula-1
agradeço,1.0,2095.0,4.77327,7.0,39983.0,1.75074,2.72642,0.36678,lula-1
agricultura,2.0,2095.0,9.54654,19.0,39983.0,4.75202,2.00894,0.49777,lula-1
agronegócio,1.0,2095.0,4.77327,3.0,39983.0,0.75032,6.36165,0.15719,lula-1
agrária,3.0,2095.0,14.31981,5.0,39983.0,1.25053,11.45098,0.08733,lula-1
agrícola,2.0,2095.0,9.54654,11.0,39983.0,2.75117,3.46999,0.28818,lula-1
agrícolas,1.0,2095.0,4.77327,6.0,39983.0,1.50064,3.18083,0.31438,lula-1
ainda,3.0,2095.0,14.31981,110.0,39983.0,27.51169,0.5205,1.92123,lula-1
ajudar,1.0,2095.0,4.77327,7.0,39983.0,1.75074,2.72642,0.36678,lula-1
alcançamos,1.0,2095.0,4.77327,1.0,39983.0,0.25011,19.08496,0.0524,lula-1
alegria,2.0,2095.0,9.54654,7.0,39983.0,1.75074,5.45285,0.18339,lula-1
alencar,2.0,2095.0,9.54654,4.0,39983.0,1.00043,9.54248,0.10479,lula-1
algum,1.0,2095.0,4.77327,6.0,39983.0,1.50064,3.18083,0.31438,lula-1
alguma,1.0,2095.0,4.77327,5.0,39983.0,1.25053,3.81699,0.26199,lula-1
alguns,1.0,2095.0,4.77327,21.0,39983.0,5.25223,0.90881,1.10034,lula-1
aliança,1.0,2095.0,4.77327,5.0,39983.0,1.25053,3.81699,0.26199,lula-1
alicerces,1.0,2095.0,4.77327,3.0,39983.0,0.75032,6.36165,0.15719,lula-1
alimentar,1.0,2095.0,4.77327,5.0,39983.0,1.25053,3.81699,0.26199,lula-1
alimentos,1.0,2095.0,4.77327,2.0,39983.0,0.50021,9.54248,0.10479,lula-1
alma,1.0,2095.0,4.77327,13.0,39983.0,3.25138,1.46807,0.68116,lula-1
alta,1.0,2095.0,4.77327,21.0,39983.0,5.25223,0.90881,1.10034,lula-1
altas,1.0,2095.0,4.77327,4.0,39983.0,1.00043,4.77124,0.20959,lula-1
altiva,1.0,2095.0,4.77327,1.0,39983.0,0.25011,19.08496,0.0524,lula-1
